,registry_id,fac_name,fac_lat,fac_long,fac_percent_minority,fac_pop_den,fac_days_last_inspection,fac_curr_compliance_status,fac_curr_snc_flg,tri_releases_transfers,fac_map_flg
12132,110009415454,CLAYTON CORP - CONVENIENCE PRODUCTS,38.484711,-90.78529,6.025,356.32,577.0,In Violation,N,0.0,Y
12134,110009416391,NAUTIC STAR LLC,33.996666999999995,-88.499306,31.075,277.34,104.0,No Violation,N,150369.0,Y
12135,110009416569,GEORGIA GULF CHEMICALS & VINYLS LLC,32.52085,-90.093056,30.701999999999998,235.39,572.0,No Violation,N,10.0,Y
12136,110009417586,SABIN METAL WEST CORP,48.14435,-103.60596,8.408,812.08,1532.0,No Violation,N,4.0,Y
12137,110009420643,PIKE INDUSTRIES,43.617851,-72.32695600000001,9.356,261.01,2613.0,No Violation,N,1.0,Y
12138,110009420830,FIREYE INC,42.894259999999996,-71.32777,7.8389999999999995,1062.72,10552.0,No Violation,N,200.0,Y
12139,110009423720,GLASS COATINGS & CONCEPTS,39.44566,-84.34626,20.108,675.76,417.0,No Violation,N,8316.0,Y
12140,110009424257,GENERAL MOTORS LLC,41.4157,-81.7688,20.914,4495.41,727.0,No Violation,N,250.0,Y
12141,110009430311,PERMATEX SOLON,41.37281,-81.45376999999999,31.500999999999998,1341.91,237.0,No Violation,N,7231.0,Y
12142,110009431098,GUNNEBO-JOHNSON CORPORATION,36.1728,-95.94095,52.071000000000005,2645.53,4399.0,No Violation,N,8659.0,Y
12143,110009432881,INTERNATIONAL ENVIRONMENTAL CORP,35.45763,-97.60884,54.724,1757.83,2558.0,No Violation,N,175260.0,Y
12145,110009435227,IC OF OKLAHOMA LLC,36.189078,-95.86874,53.007,895.47,425.0,No Violation,N,47450.0,Y
12146,110009435628,WEBCO INDUSTRIES INC. OIL CITY TUBE DIVISION,41.43817,-79.70921,3.989,571.98,569.0,In Violation,N,57425.0,Y
12147,110009436468,TOTAL GUAYNABO BULK TERMINAL,18.425225,-66.106555,98.689,6564.28,199.0,In Violation,Y,2294.0,Y
12148,110009439456,JAMES A MURPHY & SON (RI),41.743359999999996,-71.4424,16.267,3270.67,6949.0,No Violation,N,10.0,Y
12149,110009440747,MANN DISTRIBUTION LLC,41.700071,-71.453322,10.276,2265.68,1096.0,No Violation,N,178.0,Y
12151,110009447036,BUCKEYE TECHNOLOGIES INC MEMPHIS PLANT,35.158444,-89.96675400000001,56.922,3387.31,472.0,No Violation,N,109.0,Y
12152,110009448188,PHILLIPS MEDISIZE CORPORATION,44.878,-91.89163,9.058,680.55,1831.0,No Violation,N,448.0,Y
12153,110009449917,MECA & TECHNOLOGY MACHINE INC.,44.47076,-88.09966,9.81,1331.88,1873.0,In Violation,N,5436.0,Y
12155,110009452653,LUBRIZOL ADVANCED MATERIALS INC,37.046288,-88.325437,2.855,123.21,453.0,No Violation,N,85216.0,Y
12156,110009453251,FIBERTEQ LLC,40.10824,-87.53822,42.891999999999996,146.28,586.0,No Violation,N,20089.0,Y
12157,110009453769,SCANDINAVIAN TOBACCO GROUP LANE LTD,33.85255,-84.2009,65.279,2675.26,1258.0,No Violation,N,2913.0,Y
12159,110009455927,KAISER ALUMINUM FABRICATED PRODUCTS LLC,35.63993,-88.8969,54.136,251.54,2351.0,No Violation,N,253310.0,Y
12160,110009455936,MONOGRAM REFRIGERATION,35.18088,-88.59971999999999,18.967,196.54,6450.0,No Violation,N,82611.0,Y
12161,110009456212,FEDERAL-MOGUL CORP BRAKE & CHASSIS PRODUCTS,34.229618,-86.16376600000001,29.084,602.72,115.0,No Violation,N,103551.0,Y
12162,110009456356,HYCO ALABAMA LLC,34.319359999999996,-86.47733000000001,4.37,371.52,228.0,No Violation,N,1450.0,Y
12164,110009459790,PCC STRUCTURALS CARSON CITY,39.19801,-119.73945,32.569,1304.12,257.0,No Violation,N,918228.0,Y
12165,110009460145,ERGON ASPHALT & EMULSIONS INC - LAS VEGAS,36.080859999999994,-115.19163999999999,58.052,2624.25,1621.0,No Violation,N,0.0,Y
12166,110009460733,SMOKY VALLEY COMMON OPERATION,38.708057000000004,-117.10194399999999,16.0,0.87,117.0,No Violation,N,1856862.0,Y
12167,110009461279,X-TREME BULLETS,39.22787,-119.65733,25.186999999999998,70.99,277.0,No Violation,N,475287.0,Y
12168,110009461910,BROOKLYN NAVY YARD COGENERATION FACILITY,40.698,-73.975045,56.824,48180.32,123.0,In Violation,N,71811.0,Y
12171,110009464971,ADM MILLING CO,42.86600000000001,-78.872,54.851000000000006,3922.89,1446.0,In Violation,N,14145.0,Y
12172,110009466791,GREENFIELD INDUSTRIES INC,40.64642,-73.56833,47.73,6466.6,2859.0,No Violation,N,0.0,Y
12175,110009479466,FIRTH RIXSON INC,43.153,-77.669,63.015,3655.87,818.0,In Violation,N,98570.0,Y
12176,110009485413,SUPERIOR PLUS ENERGY SERVICES - WATERTOWN GILLETTE,43.93529,-75.93494,14.842,517.07,2005.0,No Violation,N,42.0,Y
12177,110009488562,WORTHINGTON STEEL,41.442640000000004,-81.66311999999999,47.18,3561.63,1577.0,No Violation,N,2.0,Y
12178,110009491594,WR GRACE & CO-CONN GRACE CONSTRUCTION PRODUCTS,35.554390999999995,-87.190884,24.621,188.84,2888.0,No Violation,N,116.0,Y
12179,110009492361,MANUFACTURER'S CHEMICAL LP,35.18567,-84.827931,15.184000000000001,1036.7,886.0,No Violation,N,12096.0,Y
12180,110009492824,NISSAN NA INC,35.2278,-86.05318,16.253,134.37,166.0,No Violation,N,1473136.0,Y
12181,110009493226,BASF CORP - HARBOR TERMINAL,28.936269,-95.33841899999999,71.184,523.78,234.0,No Violation,N,29.0,Y
12183,110009493672,POLYCOAT PRODUCTS LLC,32.844639,-97.10725,37.664,3792.06,347.0,No Violation,N,3000.0,Y
12184,110009495901,EXXONMOBIL CHEMICAL COMPANY-BEAUMONT POLYETHYLENE PLANT,30.068246999999996,-94.23005,46.102,449.47,375.0,No Violation,N,452751.0,Y
12186,110009497455,BAYER MATERIALSCIENCE LLC,30.08493,-95.4526,42.3,1875.54,1243.0,No Violation,N,35374.0,Y
12187,110009497785,TYSON FRESH MEATS INC,35.258611,-101.642222,25.818,82.58,229.0,No Violation,N,363972.0,Y
12188,110009497794,POWERLAB INC.,32.722248,-96.27589,54.92,581.57,131.0,No Violation,N,26.0,Y
12189,110009497838,ELK CORP OF TEXAS,32.35484,-96.64469,53.98,617.33,3868.0,No Violation,N,4239.0,Y
12190,110009498659,COLEMAN CO,29.740559,-98.090532,38.248000000000005,624.19,3643.0,No Violation,N,3322.0,Y
12191,110009499113,FUJIFILM ULTRA PURE SOLUTIONS,32.97645,-96.91865,56.643,3184.5,1417.0,No Violation,N,2538.0,Y
12192,110009499701,HOOVER MATERIALS HANDLING GROUP INC,29.743000000000002,-95.64442,66.203,3534.5,4401.0,No Violation,N,48210.0,Y
12194,110009504759,LOUISIANA PACIFIC JASPER OSB,30.897499,-93.92778,47.513999999999996,50.0,222.0,No Violation,N,45823.0,Y
12195,110009505428,HONEYWELL ELECTRONIC CHEMICALS BRYAN PLANT,30.71155,-96.42258000000001,67.72800000000001,391.46,1342.0,No Violation,N,2046.0,Y
12196,110009505883,MOTIVA ENTERPRISES LLC PASADENA TERMINAL,29.713720000000002,-95.22541,86.337,3480.89,184.0,No Violation,N,2662.0,Y
12197,110009506178,BRENNTAG PACIFIC INC,40.74677,-111.95239,64.498,1961.95,1713.0,No Violation,N,109.0,Y
12198,110009506267,ACTAVIS LABORATORIES UT INC,40.757251000000004,-111.824055,16.76,2794.18,767.0,No Violation,N,116989.0,Y
12199,110009506347,KENNECOTT UTAH COPPER SMELTER & REFINERY,40.75,-112.125,28.839000000000002,53.72,418.0,No Violation,N,42351297.0,Y
12200,110009506711,JBT AEROTECH JETWAY SYSTEMS,41.2088,-112.00647,35.353,2336.19,222.0,No Violation,N,5893.0,Y
12201,110009507060,BRENNTAG PACIFIC INC,41.22415,-111.98948999999999,37.824,2587.33,1389.0,No Violation,N,2085.0,Y
12203,110009509905,PRC-DESOTO INTERNATIONAL PPG AEROSPACE,47.76552,-122.15305,24.674,1857.59,578.0,No Violation,N,1670.0,Y
12204,110009513302,STOUGHTON TRAILERS LLC - PLANT 4,42.60699,-89.36926,4.547,164.06,32.0,No Violation,N,49911.0,Y
12205,110009514329,HERKER INDUSTRIES INC,43.120638,-88.082909,34.251,1741.7,508.0,No Violation,N,8145.0,Y
12206,110009515033,WILLMAN INDUSTRIES INC,43.56767,-87.81834,4.88,132.33,1116.0,No Violation,N,43.0,Y
12207,110009515060,ANGI ENERGY SYSTEMS LLC,42.66713,-89.01578,11.585999999999999,1618.23,4779.0,No Violation,N,0.0,Y
12208,110009515168,PARKER HANNIFIN CORP - HPD,44.1131,-87.68132,11.734000000000002,1282.31,1299.0,No Violation,N,41.0,Y
12209,110009515417,CHARTER STEEL,43.39771,-87.94967,5.914,312.24,159.0,No Violation,N,5683506.0,Y
12210,110009515621,COVERIS,43.98633,-90.50990999999999,10.138,392.12,76.0,No Violation,N,874.0,Y
12211,110009515818,KCS INTERNATIONAL INC CRUISERS YACHTS  DIV PLANT 1,44.8854,-87.8748,5.043,226.91,291.0,No Violation,N,52561.0,Y
12212,110009515872,SILGAN CONTAINERS MANUFACTURING CORP,43.1831,-88.0909,15.488,1456.64,213.0,No Violation,N,100835.0,Y
12213,110009515925,ACE PRECISION,43.121198,-88.092885,25.204,1507.42,2349.0,No Violation,N,101.0,Y
12214,110009516041,BLUESCOPE BUILDINGS NA,42.772459999999995,-89.29261,6.119,242.77,977.0,No Violation,N,70147.0,Y
12215,110009516247,FLINT HILLS RESOURCES LP,43.03174,-89.30134,15.245,1102.74,440.0,No Violation,N,2617.0,Y
12217,110009517727,FLINT HILLS RESOURCES PINE BEND LLC MILWAUKEE TERMINAL,43.18801,-88.04715999999999,50.699,1165.8,31.0,No Violation,N,3621.0,Y
12219,110009522757,COOPER POWER SYSTEMS,36.017808,-94.172588,22.889,389.26,7192.0,No Violation,N,12027.0,Y
12220,110009523685,HONEYWELL AEROSPACE  SATELLIITE SYSTEMS,33.65793,-112.1833,21.793000000000003,3372.21,425.0,No Violation,N,31.0,Y
12221,110009523756,HONEYWELL INTERNATIONAL INC.,32.40752,-110.94202,17.885,630.75,320.0,No Violation,N,1027.0,Y
12222,110009523854,ALCOA FASTENING SYSTEMS,32.17115,-110.91358999999999,78.94,2478.24,373.0,No Violation,N,12882.0,Y
12223,110009524032,POLYMER CHEMISTRY INNOVATIONS INC,32.17373,-110.95452,86.37700000000001,3897.31,418.0,No Violation,N,4605.0,Y
12224,110009524390,ALON ASPHALT CO PHOENIX TERMINAL,33.46396,-112.10186999999999,74.979,4941.43,899.0,No Violation,N,93.0,Y
12225,110009526067,MESA FULLY FORMED LLC,33.39502,-111.82686000000001,54.143,5594.09,430.0,No Violation,N,22341.0,Y
12227,110009527976,AIRGAS USA LLC,33.926809999999996,-118.2257,98.584,14535.23,2361.0,No Violation,N,46.0,Y
12228,110009528047,REINHOLD INDUSTRIES,33.916919,-118.058722,83.77799999999999,7465.61,2035.0,No Violation,N,742.0,Y
12229,110009528092,HASA INC,38.018056,-121.85416699999999,72.76,3727.03,2791.0,No Violation,N,0.0,Y
12230,110009528163,BLUE DIAMOND GROWERS,38.58488,-121.47856000000002,51.244,4983.58,1608.0,In Violation,N,2461.0,Y
12231,110009528751,IPS CORP,33.87624,-118.2765,92.24700000000001,6296.61,26.0,No Violation,N,2399.0,Y
12232,110009529135,SANGER BOATS INC,36.700540000000004,-119.7693,91.411,2634.94,65.0,In Violation,Y,8914.0,Y
12233,110009529493,TTM TECHNOLOGIES INC,32.83423,-117.15846,44.471000000000004,2944.54,3856.0,No Violation,N,5180.0,Y
12234,110009529974,SPS TECHNOLOGIES LLC DBA PB FASTENERS,33.91212,-118.30742,93.855,11117.52,25.0,No Violation,N,31525.0,Y
12235,110009530864,MICREL LLC.,37.40166,-121.8954,84.69,5375.64,538.0,No Violation,N,20025.0,Y
12236,110009531453,SAPA EXTRUDER INC,33.99685,-117.909774,91.198,5233.85,297.0,In Violation,N,0.0,Y
12238,110009532684,MESQUITE MINE,33.052156,-114.980282,0.0,0.03,1195.0,No Violation,N,2932424.0,Y
12239,110009532924,J.F. SHEA CONSTRUCTION INC. AGGREGATE PRODUCTS,40.509209999999996,-122.41455,16.71,451.54,1182.0,No Violation,N,25.0,Y
12240,110009536421,OWENS CORNING ROOFING & ASPHALT LLC,33.90761,-118.22288999999999,98.348,11953.34,283.0,No Violation,N,0.0,Y
12241,110009539375,RALPHS GROCERY CO COMPTON,33.87092,-118.23947,96.427,6567.4,2363.0,No Violation,N,20859.0,Y
12242,110009541665,MAXIM INTEGRATED PRODUCTS INC,37.40995,-121.94741,77.943,2522.03,558.0,No Violation,N,14687.0,Y
12243,110009541950,CEMEX SANTA CLARA,37.38735,-121.95688999999999,70.195,3845.22,2425.0,No Violation,N,0.0,Y
12245,110009544868,EVERGREEN OIL INC,37.52179,-122.02111000000001,70.487,3915.08,173.0,In Violation,N,2597310.0,Y
12248,110009552135,NEXEO SOLUTIONS LLC,33.839651,-118.236627,89.854,5231.11,292.0,No Violation,N,39323.0,Y
12249,110009553036,KMG ELECTRONIC CHEMICALS INC.,36.892109999999995,-121.39791000000001,78.301,402.96,2061.0,No Violation,N,2253.0,Y
12250,110009553991,CHROME CRAFT,38.517631,-121.37728100000001,65.86,2498.42,5556.0,No Violation,N,373.0,Y
12251,110009554099,COMMERCE REFUSE-TO-ENERGY FACILITY,33.9949,-118.1539,96.073,10078.11,40.0,No Violation,N,106346.0,Y
12252,110009554231,PRC-DESOTO INTERNATIONAL INC.,34.43003,-118.56832,41.261,2884.48,116.0,No Violation,N,2900.0,Y
12253,110009554721,WESTERN FARM SERV CENTRAL VALLEY DIVISION,35.8864,-119.5006,82.94,47.01,3055.0,No Violation,N,1744.0,Y
12254,110009554801,CONTAINMENT SOLUTIONS INC,35.429809999999996,-119.06432,27.76,2036.85,89.0,No Violation,N,32941.0,Y
12255,110009555864,PERKINELMER MEDICAL IMAGING,37.38965,-121.96383,71.095,4048.49,1572.0,No Violation,N,33082.0,Y
12256,110009559637,COLORADO SPRINGS UTILITIES - MARTIN DRAKE POWER PLANT,38.8244,-104.8331,25.766,2736.93,642.0,No Violation,N,257733.0,Y
12257,110009564998,ADVANCED FORMING TECHNOLOGY,40.1301,-104.9224,20.316,682.41,941.0,No Violation,N,19261.0,Y
12258,110009569216,STEEL DYNAMICS INC STRUCTURA L & RAIL DIV,41.125129,-85.355875,3.998,61.9,45.0,In Violation,Y,10711689.0,Y
12259,110009570026,REXNORD INDUSTRIES LLC,39.763611,-86.294444,36.624,2519.61,594.0,No Violation,N,304157.0,Y
12260,110009570259,SUNFLOWER ELECTRIC POWER CORPORATION,37.930704,-100.97256999999999,9.756,1.51,738.0,No Violation,N,37956.0,Y
12261,110009573611,REYNOLDS CONSUMER PRODUCTS LLC LOUISVILLE FOIL PLANT,38.2404,-85.80183000000001,72.021,3961.24,692.0,No Violation,N,0.0,Y
12262,110009573791,MARATHON PETROLEUM CO LOUISVILLE CANE RUN TERMINAL,38.12939,-85.89829,13.421,1257.12,1928.0,No Violation,N,44.0,Y
12263,110009574497,MSSC,36.8288,-87.43661,38.828,204.43,439.0,In Violation,N,79073.0,Y
12264,110009576413,MILK PRODUCTS LLC,30.221944,-92.050556,38.654,2612.71,1607.0,No Violation,N,0.0,Y
12265,110009576501,MOTIVA KENNER TERMINAL,29.986240000000002,-90.266543,51.235,2462.2,6233.0,No Violation,N,3054.0,Y
12266,110009576930,ARDAGH GLASS INC,32.543572,-92.766871,54.36,81.83,712.0,No Violation,N,34428.0,Y
12267,110009584324,IDAHO TIMBER OF COUSHATTA LLC,32.030322,-93.346733,66.845,120.17,956.0,No Violation,N,32.0,Y
12268,110009586983,TURBOCARE,42.18894,-72.55100999999999,25.506999999999998,1750.17,1193.0,No Violation,N,28488.0,Y
12270,110009595018,LEONI WIRE INC,42.20499,-72.55526,28.485,1578.71,891.0,No Violation,N,351686.0,Y
12271,110009595615,JOHNSON CONTROLS INTERIORS MAPLEWOOD FACILITY,42.75436,-86.10268,30.653000000000002,1199.29,115.0,No Violation,N,2150.0,Y
12273,110009595964,MARATHON PETROLEUM CO - BAY CITY MI TERMINAL,43.61657,-83.86453,12.097999999999999,1775.66,401.0,No Violation,N,3309.0,Y
12274,110009595973,TOTAL PETROLEUM - LANSING TERMINAL,42.78247,-84.64967,26.371,575.71,117.0,In Violation,N,2635.0,Y
12275,110009596678,MAHLE ENGINE COMPONENTS USA INC,43.00168,-84.57074,8.398,352.58,1098.0,In Violation,N,62642.0,Y
12277,110009596963,HILLSHIRE BRANDS CO,44.736632,-85.621932,7.452999999999999,1050.88,96.0,No Violation,N,8552.0,Y
12278,110009597864,MARATHON PETROLEUM COMPANY LP,42.245659,-83.30824799999999,35.569,2028.02,880.0,No Violation,N,2551.0,Y
12279,110009599229,TRW AUTOMOTIVE,42.73708,-83.76852,4.584,241.15,6260.0,No Violation,N,3632.0,Y
12281,110009600636,SULZER METCO (US) TROY/OERLIKON METCO (US) TROY,42.541290000000004,-83.1699,16.893,3554.14,9244.0,No Violation,N,253483.0,Y
12282,110009606131,R. A. HELLER CO,39.25977,-84.45364000000001,38.586,1744.66,374.0,No Violation,N,3.0,Y
12285,110009624521,MERIDIAN BIOSCIENCE INC.,39.124190000000006,-84.35576999999999,13.290999999999999,1499.61,643.0,No Violation,N,43.0,Y
12286,110009627225,TERRY MATERIALS INC,39.34227,-84.51258,26.871,1964.96,2846.0,No Violation,N,90.0,Y
12287,110009628965,ELECTROPRIME INC,41.616890000000005,-83.54987,40.818000000000005,2688.86,1514.0,No Violation,N,33567.0,Y
12288,110009629599,CITY OF ORRVILLE DEPT. OF PUB LIC UTILITIES ELECTRIC DEPT,40.850407000000004,-81.76631400000001,10.652999999999999,378.88,10.0,No Violation,N,401625.0,Y
12290,110009640095,EAST END WELDING LLC,41.10288,-81.37965,8.045,817.04,1403.0,In Violation,N,15699.0,Y
12292,110009646838,PAX MACHINE WORKS INC,40.52729,-84.60512,5.631,362.56,1648.0,No Violation,N,275.0,Y
12293,110009650911,JOHNS-MANVILLE INC RESEARCH CENTER WATERVILLE  *,41.52197,-83.72026,6.622999999999999,550.72,16.0,In Violation,N,232424.0,Y
12294,110009662560,MULTI WING AMERICA INC,41.459666999999996,-81.106181,3.3789999999999996,280.72,1546.0,No Violation,N,24.0,Y
12295,110009662855,TARKETT USA DBA JOHNSONITE RUBBER FLOORING,41.453309999999995,-81.06876,2.693,265.97,1557.0,No Violation,N,12518.0,Y
12296,110009668243,RETRIEV TECHNOLOGIES INC,39.71327,-82.54361,4.713,662.9,20.0,No Violation,N,21950097.0,Y
12297,110009668877,KYKLOS BEARING INTERNATIONAL LLC,41.430112,-82.719525,28.412,1418.71,555.0,No Violation,N,8969.0,Y
12298,110009669885,ERICO INTERNATIONAL CORPORATION,41.38517,-81.45376999999999,36.66,1256.41,3482.0,No Violation,N,5807.0,Y
12299,110009684010,PERDUE SALISBURY ZION CHURCH ROAD FEED & GRAIN,38.38255,-75.52614,30.964000000000002,632.41,52.0,In Violation,N,222769.0,Y
12300,110009684092,MARYLAND PAVING INC,39.51813,-76.22208,38.075,602.02,193.0,No Violation,N,0.0,Y
12301,110009691244,OLDCASTLE PRECAST INC.,30.381840000000004,-81.74212,86.65799999999999,1237.08,401.0,No Violation,N,0.0,Y
12302,110009693545,DOD USAF AVON PARK,27.659512,-81.26532900000001,38.288000000000004,195.55,94.0,No Violation,N,2673.0,Y
12303,110009697113,WEYERHAEUSER NR CO HOLDEN WOOD PRODUCTS,30.504269,-90.636794,5.926,142.62,1027.0,No Violation,N,28293.0,Y
12304,110009700467,US DOD USAF PUERTO RICO ANG,18.43901,-65.99419,98.805,7282.19,866.0,No Violation,N,0.0,Y
12306,110009707709,TXI-MCKINNEY READY MIX,33.173010999999995,-96.622398,42.001999999999995,1768.43,598.0,In Violation,N,0.0,Y
12307,110009709832,FIOCCHI OF AMERICA,37.091229999999996,-93.2458,6.875,582.09,1229.0,No Violation,N,16065.0,Y
12308,110009715380,ISENHOUR BRICK & TILE CO-EAST,35.67901,-80.4425,53.818999999999996,944.39,121.0,No Violation,N,1176.0,Y
12309,110009716156,MCKENZIE SPORTS PRODUCTS LLC,35.59892,-80.40094,10.767000000000001,343.04,2083.0,No Violation,N,0.0,Y
12310,110009716165,ARC ADVANCED RUBBER COMPOUNDI,35.822829999999996,-80.84606,32.541,610.67,1901.0,No Violation,N,2126.0,Y
12312,110009716469,OWENS BROCKWAY GLASS CONT-LEX,35.95027,-80.21778,11.864,350.46,138.0,No Violation,N,388.0,Y
12313,110009717066,CONCRETE SUPPLY COMPANY SOUTH PLANT,35.1661,-80.88224,55.305,2538.84,466.0,No Violation,N,0.0,Y
12314,110009717128,SAFETY-KLEEN SYSTEMS INC,35.125029999999995,-80.96543,57.768,1423.25,432.0,No Violation,N,49976.0,Y
12315,110009717226,ARGOS JACKSONVILLE CONCRETE PLANT,34.76277,-77.40247,42.706,1857.14,2056.0,No Violation,N,0.0,Y
12316,110009717271,SOUTHERN EQUIPMENT - RALEIGH CONCRETE PLANT 4,35.79187,-78.76961999999999,35.818000000000005,2394.72,500.0,No Violation,N,0.0,Y
12317,110009717459,GODWIN CONCRETE CO-BRUNSWICK,33.94007,-78.02795,17.180999999999997,312.35,172.0,No Violation,N,0.0,Y
12318,110009717869,CENTURY FURNITURE INDUSTRIES PLANT,35.737818,-81.360176,31.634,1166.14,65.0,No Violation,N,30410.0,Y
12319,110009717912,MASTERBRAND CABINETS INC - KINSTON OPERATIONS,35.23085,-77.57936,75.723,392.17,19.0,No Violation,N,34000.0,Y
12320,110009719199,LENOIR MIRROR CO,35.871765,-81.51610600000001,12.812000000000001,631.48,39.0,No Violation,N,9928.0,Y
12321,110009719304,INTERNATIONAL PAPER COMPANY,34.3522,-78.2125,34.904,68.69,31.0,No Violation,N,3448873.0,Y
12322,110009721088,AGILITY MANUFACTURING INC,43.184321999999995,-70.876047,10.600999999999999,998.01,5291.0,No Violation,N,229.0,Y
12323,110009730292,GRAPHIC PACKAGING INTERNATIONAL INC,38.494589000000005,-89.138801,14.527999999999999,487.35,103.0,No Violation,N,34473.0,Y
12324,110009741814,SHERWIN-WILLIAMS CO,37.709218,-97.129265,11.411,640.65,165.0,No Violation,N,775685.0,Y
12325,110009744811,TOPY AMERICA INC,38.17655,-84.799869,16.539,446.04,25.0,In Violation,N,8728.0,Y
12326,110009770667,D.B. WESTERN - TEXAS,29.695784000000003,-95.03631700000001,52.493,782.52,82.0,In Violation,N,1130.0,Y
12334,110009786124,NEMAK USA INC.,36.04591,-87.34319,16.055999999999997,391.42,298.0,No Violation,N,287185.0,Y
12337,110009797461,OAK-MITSUI INC CAMDEN,34.24516,-80.63795999999999,46.231,352.28,129.0,In Violation,N,265482.0,Y
12338,110009804710,DIEBOLD INC,33.959540000000004,-80.36943000000001,49.864,921.2,4883.0,No Violation,N,12929.0,Y
12339,110009806175,SUPERMETAL SOUTHERN INC,34.841851,-80.96124300000001,17.81,242.43,157.0,No Violation,N,7144.0,Y
12340,110009807842,BRITELINE EXTRUSIONS INC,32.95068,-80.21311999999999,23.362,843.0,23.0,No Violation,N,65645.0,Y
12342,110009822102,AMERICAN ENERGY CORP,39.894919,-81.015146,1.1520000000000001,18.92,759.0,In Violation,N,34694.0,Y
12343,110009824547,WESTROCK SOLVAY MILL,43.06406,-76.20456,29.267,3071.63,369.0,No Violation,N,33771.0,Y
12344,110009835287,AMROD CORP,40.69531,-74.13368,65.839,7503.32,1032.0,No Violation,N,582228.0,Y
12345,110009839381,MANNINGTON MILLS INC,39.58102,-75.453965,54.865,318.94,831.0,No Violation,N,6358.0,Y
12346,110009842536,FORTRON INDUSTRIES LLC,34.3138,-77.9801,62.6,84.58,23.0,No Violation,N,2169220.0,Y
12347,110009844865,WIELAND COPPER PRODUCTS LLC,36.342778,-80.044166,11.417,88.25,235.0,In Violation,N,2552.0,Y
12349,110009846462,SOUTH ATLANTIC SERVICES INC,34.29153,-77.97009,49.144,155.57,2299.0,No Violation,N,0.0,Y
12350,110009846471,MOMENTIVE SPECIALTY CHEMICALS,35.02925,-78.86211999999999,58.67,568.04,269.0,No Violation,N,53934.0,Y
12351,110009846480,BLUE RIDGE PAPER PRODUCTS INC (DBA EVERGREEN PACKAGING),35.5356,-82.8419,7.316,416.26,383.0,In Violation,N,2451725.0,Y
12355,110009849968,CARGILL INC,35.08573,-78.84788,69.558,587.63,215.0,No Violation,N,503000.0,Y
12356,110009850189,NAVTAR COMPANY,35.6247,-78.42423000000001,33.84,568.04,374.0,No Violation,N,1000.0,Y
12357,110009853211,CONCRETE SUPPLY COMPANY - SALISBURY PLA,35.712742,-80.404732,43.552,280.08,921.0,No Violation,N,0.0,Y
12358,110009855237,COMMSCOPE INC (CATAWBA FACILITY),35.65268,-81.03489,8.162,126.92,1363.0,No Violation,N,661240.0,Y
12359,110009855638,LENOX INC-LENOIR,35.31283,-77.602485,58.888999999999996,521.98,710.0,No Violation,N,14.0,Y
12360,110009856076,SIMEUS FOODS INTERNATIONAL INC,35.33658,-81.84089,28.368000000000002,438.6,4076.0,No Violation,N,3250.0,Y
12361,110009856094,THE PROCTER & GAMBLE MANUFACTURING COMPANY,36.17885,-79.73064000000001,50.773,443.92,243.0,In Violation,N,7940.0,Y
12362,110009856165,DYSTAR LP,36.32093,-79.64907,43.075,474.67,711.0,No Violation,N,890.0,Y
12365,110009856708,WILSONART LLC,35.43584,-82.47971,15.527999999999999,657.33,1334.0,No Violation,N,130588.0,Y
12366,110009857146,H W CULP LUMBER CO,35.451389,-80.22555600000001,13.190999999999999,131.01,325.0,No Violation,N,31.0,Y
12367,110009857397,TROY LUMBER COMPANY,35.367295,-79.89359499999999,37.391,190.68,186.0,No Violation,N,24.0,Y
12368,110009857654,SOUTH ATLANTIC GALVANIZING,35.99601,-79.28938000000001,23.842,215.67,662.0,No Violation,N,382302.0,Y
12369,110009857903,COLEMAN CABLE LLC,35.05693,-83.81442,5.976,117.34,447.0,No Violation,N,1.0,Y
12370,110009857994,JULIUS BLUM INCORPORATED,35.4199,-81.01382,10.699000000000002,265.86,528.0,No Violation,N,90654.0,Y
12371,110009858038,BALLY REFRIGERATED BOXES INCORPORATED,34.739492999999996,-76.808982,10.805,516.11,213.0,No Violation,N,12286.0,Y
12372,110009858207,UNITED CHEMI - CON INCORPORATED,36.47955,-81.50496,4.995,79.21,444.0,In Violation,N,1505.0,Y
12373,110009858243,TIMKEN CO LINCOLNTON BEARING PLANT,35.4511,-81.17118,16.261,260.97,19.0,In Violation,N,174097.0,Y
12374,110009858261,VEEDER ROOT COMPANY,34.634890000000006,-78.63006999999999,56.188,180.06,305.0,In Violation,N,1097.0,Y
12375,110009858323,ASC SIGNAL CORP,35.51533,-78.30639000000001,58.036,498.9,131.0,No Violation,N,17991.0,Y
12376,110009865823,MMC MATERIALS INC - MERIDIAN PLANT,32.35075,-88.731483,78.96600000000001,794.65,1601.0,No Violation,N,0.0,Y
12379,110009904693,CERTAINTEED,42.102188,-84.408626,3.946,113.12,592.0,No Violation,N,1320.0,Y
12380,110009911765,DAIRY FARMERS OF AMERICA INC. ADRIAN,41.89665,-84.01659000000001,25.855999999999998,1076.03,1628.0,In Violation,N,24146.0,Y
12381,110009933395,SEKISUI SPECIALTY CHEMICALS AMERICA LLC,37.043889,-88.3525,2.8139999999999996,129.29,20.0,No Violation,N,2648416.0,Y
12382,110009953498,JACKSON WWS INC,36.930444,-83.937694,1.4369999999999998,75.8,156.0,In Violation,N,281340.0,Y
